Song Title,Artist,Popularity,Duration,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Speechiness,Time_Signature,Danceability,,,,,,,,,,,,,,,,,,,,,,,,
Rap Saved Me (feat. Quavo),21 Savage,66,257600,0.399,0.741,1,0.102,-7.509,143.049,0.312,4,0.845,,,,,,,,,,,,,,,,,,,,,,,,
Violent Crimes,Kanye West,81,215320,0.419,0,1,0.187,-6.724,109.813,0.522,4,0.669,,,,,,,,,,,,,,,,,,,,,,,,
Lay All Your Love On Me,ABBA,78,274467,0.727,0.00396,2,0.354,-7.844,133.481,0.0258,4,0.678,,,,,,,,,,,,,,,,,,,,,,,,
Chicago (TikTok Version) - Sped Up,lonely xo,43,93383,0.717,0.000144,10,0.275,-5.125,105.028,0.0364,4,0.728,,,,,,,,,,,,,,,,,,,,,,,,
Ponte Pa' Mi,Justin Quiles,67,202373,0.713,0,5,0.0837,-4.566,92.026,0.0967,4,0.878,,,,,,,,,,,,,,,,,,,,,,,,
Location,Khalid,78,219080,0.449,0.000162,1,0.0898,-11.462,80.126,0.425,4,0.736,,,,,,,,,,,,,,,,,,,,,,,,
Betrayed,Lil Xan,67,187173,0.434,0,10,0.128,-9.194,120.012,0.118,4,0.821,,,,,,,,,,,,,,,,,,,,,,,,
Mockingbird,Eminem,87,250760,0.678,0,0,0.156,-3.798,84.039,0.266,4,0.637,,,,,,,,,,,,,,,,,,,,,,,,
Freestyle 5min #8,Zkr,58,365781,0.87,1.31E-06,8,0.19,-6.68,99.903,0.296,4,0.689,,,,,,,,,,,,,,,,,,,,,,,,
"QUÍTENME EL TELÉFONO (feat. Yandel, Jay Wheeler)",The Academy: Segunda Misión,76,234104,0.649,0,1,0.615,-4.801,180.046,0.0883,4,0.756,,,,,,,,,,,,,,,,,,,,,,,,
Miracle (with Ellie Goulding),Calvin Harris,82,186496,0.869,0.0446,9,0.0808,-5.289,143.011,0.0412,4,0.636,,,,,,,,,,,,,,,,,,,,,,,,
Meet you at the Graveyard,Cleffy,81,172199,0.386,0.000421,8,0.0919,-12.465,145.016,0.0379,4,0.602,,,,,,,,,,,,,,,,,,,,,,,,
Low (feat. T-Pain),Flo Rida,82,231400,0.609,0,10,0.139,-5.64,128.008,0.0791,4,0.918,,,,,,,,,,,,,,,,,,,,,,,,
总会有人 (男版),承桓,67,199802,0.488,0,7,0.181,-7.834,115.067,0.0464,4,0.704,,,,,,,,,,,,,,,,,,,,,,,,
Queen of Kings,Alessandra,72,147980,0.908,0,4,0.328,-4.25,125.972,0.0868,4,0.563,,,,,,,,,,,,,,,,,,,,,,,,
Cosmos,OBOY,66,108907,0.419,0,6,0.114,-8.375,136.945,0.185,4,0.855,,,,,,,,,,,,,,,,,,,,,,,,
Hamari Adhuri Kahani (Title Track),Jeet Gannguli,74,398799,0.359,0,0,0.133,-7.569,73.059,0.0312,4,0.223,,,,,,,,,,,,,,,,,,,,,,,,
Dolce Camara,Booba,70,178402,0.691,0,1,0.0581,-5.736,112.084,0.323,4,0.796,,,,,,,,,,,,,,,,,,,,,,,,
Washing Machine Heart,Mitski,84,128199,0.822,0.506,9,0.429,-4.087,105.997,0.026,4,0.613,,,,,,,,,,,,,,,,,,,,,,,,
Kenanglah Aku,NaFF,70,240600,0.387,2.38E-05,0,0.638,-8.544,138.399,0.0299,4,0.479,,,,,,,,,,,,,,,,,,,,,,,,
Mardy Bum,Arctic Monkeys,75,175440,0.599,0,2,0.197,-5.447,112.215,0.0365,4,0.634,,,,,,,,,,,,,,,,,,,,,,,,
I CAN FLY,Icy Subzero,74,164706,0.695,0.00188,11,0.301,-5.141,101.991,0.0676,4,0.759,,,,,,,,,,,,,,,,,,,,,,,,
晴天,Jay Chou,64,269747,0.564,0.000833,7,0.101,-7.275,137.136,0.0242,4,0.544,,,,,,,,,,,,,,,,,,,,,,,,
Kya Baat Ay,Harrdy Sandhu,67,179444,0.592,2.39E-06,6,0.108,-4.309,89.966,0.102,4,0.849,,,,,,,,,,,,,,,,,,,,,,,,
West Coast,Lana Del Rey,84,256760,0.591,0.0194,6,0.0907,-7.664,123.167,0.0396,4,0.527,,,,,,,,,,,,,,,,,,,,,,,,
Young Dumb & Broke,Khalid,82,202547,0.539,1.66E-05,1,0.165,-6.351,136.948,0.0421,4,0.799,,,,,,,,,,,,,,,,,,,,,,,,
Mamichula - con Nicki Nicole,Trueno,84,219202,0.678,2.22E-06,4,0.134,-5.893,91.985,0.0735,4,0.696,,,,,,,,,,,,,,,,,,,,,,,,
Nato Per Questo (feat. Marracash),Club Dogo,70,226733,0.794,0,1,0.625,-5.325,173.94,0.357,4,0.655,,,,,,,,,,,,,,,,,,,,,,,,
Green & Gold (feat. Charlotte Plank & Riko Dan),Rudimental,73,160512,0.811,6.74E-06,4,0.178,-4.26,82.488,0.0707,4,0.699,,,,,,,,,,,,,,,,,,,,,,,,
Malaking P - Rich N**** Shit Remix,E.J,68,152066,0.509,0.00498,1,0.101,-6.276,98.008,0.0681,4,0.781,,,,,,,,,,,,,,,,,,,,,,,,
Ley Seca,Jhayco,73,263253,0.842,0,8,0.134,-3.758,105.059,0.096,4,0.759,,,,,,,,,,,,,,,,,,,,,,,,
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur,80,218293,0.743,0,10,0.465,-4.993,125.944,0.0393,4,0.67,,,,,,,,,,,,,,,,,,,,,,,,
I LUV IT (feat. Playboi Carti),Camila Cabello,85,174886,0.779,0.000394,5,0.227,-5.764,151.01,0.0467,4,0.587,,,,,,,,,,,,,,,,,,,,,,,,
Mtg Forró e Desmantelo,dj sv,68,149538,0.428,0,4,0.0841,-6.792,168.966,0.303,3,0.447,,,,,,,,,,,,,,,,,,,,,,,,
The Tortured Poets Department,Taylor Swift,86,293048,0.421,1.56E-06,0,0.118,-8.377,110.305,0.0261,4,0.595,,,,,,,,,,,,,,,,,,,,,,,,
Say You Won't Let Go,James Arthur,88,211467,0.557,0,10,0.0902,-7.398,85.043,0.059,4,0.358,,,,,,,,,,,,,,,,,,,,,,,,
La mujer que bota fuego (feat. Natalia Jiménez),Manuel Medrano,63,244263,0.418,0,2,0.121,-8.586,169.423,0.232,4,0.589,,,,,,,,,,,,,,,,,,,,,,,,
100 X,AXL,39,241933,0.682,1.95E-05,9,0.105,-4.23,118.081,0.029,4,0.603,,,,,,,,,,,,,,,,,,,,,,,,
Bendito (Soundtrack Baby Bandito: La Serie),Pailita,70,159583,0.875,1.44E-05,9,0.0971,-5.231,97.957,0.0918,4,0.82,,,,,,,,,,,,,,,,,,,,,,,,
ENTRA NA DEFENDER,Luan Pereira,84,174727,0.44,0,1,0.433,-8.747,130,0.269,4,0.749,,,,,,,,,,,,,,,,,,,,,,,,
Love in This Club (feat. Young Jeezy),USHER,75,259720,0.712,0,0,0.167,-5.976,140.012,0.0732,4,0.573,,,,,,,,,,,,,,,,,,,,,,,,
Somewhere Only We Know,Keane,77,236160,0.655,7.61E-06,9,0.0849,-4.22,172.012,0.0259,4,0.453,,,,,,,,,,,,,,,,,,,,,,,,
Feel So Close - Radio Edit,Calvin Harris,84,206413,0.924,0.00703,7,0.204,-2.842,127.937,0.031,4,0.707,,,,,,,,,,,,,,,,,,,,,,,,
Som do Útero Infalível,MeditarSons,70,210080,0.937,0.575,1,0.513,-16.831,176.598,0.0806,3,0.124,,,,,,,,,,,,,,,,,,,,,,,,
Brazil Funk Freestyle 🇧🇷,Bobby Vandamme,70,130978,0.203,0.000121,9,0.034,-13.031,131.953,0.442,4,0.927,,,,,,,,,,,,,,,,,,,,,,,,
Acqua Passata,Capo Plaza,72,189120,0.646,0,9,0.113,-7.314,125.159,0.185,4,0.581,,,,,,,,,,,,,,,,,,,,,,,,
Просто люби - Sped up,xMax,43,106387,0.696,9.84E-06,8,0.119,-6.767,76.719,0.142,4,0.703,,,,,,,,,,,,,,,,,,,,,,,,
Me Fode Fdp X 700 Por Hora,Dj Kaio VDM,53,109975,0.521,0.000137,6,0.0902,-1.327,139.961,0.176,4,0.775,,,,,,,,,,,,,,,,,,,,,,,,
Solteiro Forçado - Boiadeira Internacional,Ana Castela,73,194582,0.669,0,6,0.245,-4.047,139.975,0.0275,4,0.655,,,,,,,,,,,,,,,,,,,,,,,,
Hari Bersamanya,Sheila On 7,70,232707,0.68,0,9,0.194,-4.556,119.984,0.0294,4,0.63,,,,,,,,,,,,,,,,,,,,,,,,
SICKO MODE,Travis Scott,84,312820,0.73,0,8,0.124,-3.714,155.008,0.222,4,0.834,,,,,,,,,,,,,,,,,,,,,,,,
I’ll See You There Tomorrow,TOMORROW X TOGETHER,78,196694,0.827,0,4,0.265,-5.242,121.031,0.0512,4,0.748,,,,,,,,,,,,,,,,,,,,,,,,
QUEMA,Ryan Castro,82,150619,0.892,0.000355,0,0.0609,-2.58,97.008,0.0521,4,0.791,,,,,,,,,,,,,,,,,,,,,,,,
Runaway,Kanye West,84,547733,0.568,0.00219,1,0.513,-3.825,84.733,0.109,4,0.374,,,,,,,,,,,,,,,,,,,,,,,,
Say Yes To Heaven,Lana Del Rey,86,209156,0.352,0.0856,6,0.114,-11.577,99.992,0.0254,4,0.49,,,,,,,,,,,,,,,,,,,,,,,,
SexyBack (feat. Timbaland),Justin Timberlake,80,242733,0.583,0,7,0.0519,-5.562,117,0.0789,4,0.967,,,,,,,,,,,,,,,,,,,,,,,,
Pretty Little Poison,Warren Zeiders,73,218160,0.557,2.46E-06,1,0.156,-4.839,111.865,0.0332,3,0.518,,,,,,,,,,,,,,,,,,,,,,,,
Where Are You Now,Lost Frequencies,79,149067,0.632,0.000205,6,0.18,-8.312,121.031,0.085,4,0.762,,,,,,,,,,,,,,,,,,,,,,,,
Silverado (AgroPlay Verão),AgroPlay,77,162194,0.819,0.001,11,0.425,-4.263,94.02,0.118,4,0.824,,,,,,,,,,,,,,,,,,,,,,,,
I Bet on Losing Dogs,Mitski,80,170240,0.493,0.000157,9,0.106,-9.561,82.048,0.0303,4,0.398,,,,,,,,,,,,,,,,,,,,,,,,
последнее лето,ooes,66,137739,0.661,8.57E-05,0,0.212,-7.364,172.507,0.0517,3,0.497,,,,,,,,,,,,,,,,,,,,,,,,
ZUTTLUKTEN,Dizzy,55,114795,0.713,0,3,0.075,-5.23,134.003,0.25,4,0.834,,,,,,,,,,,,,,,,,,,,,,,,
Mi Terre CLN,Fuerza Regida,74,172056,0.697,0,7,0.0814,-3.643,159.01,0.215,3,0.723,,,,,,,,,,,,,,,,,,,,,,,,
Unchained Melody,The Righteous Brothers,78,218013,0.208,0.000519,0,0.18,-16.725,98.54,0.0308,3,0.339,,,,,,,,,,,,,,,,,,,,,,,,
"You're On Your Own, Kid",Taylor Swift,81,194207,0.396,5.20E-06,2,0.125,-10.289,120.041,0.0656,4,0.696,,,,,,,,,,,,,,,,,,,,,,,,
Smooth Operator - Single Version,Sade,81,258693,0.58,0.0006,9,0.0298,-6.619,119.336,0.0321,4,0.734,,,,,,,,,,,,,,,,,,,,,,,,
Welcome To The Jungle,Guns N' Roses,82,273480,0.987,0.283,8,0.268,-4.485,123.544,0.0889,4,0.453,,,,,,,,,,,,,,,,,,,,,,,,
XIBAL,Sik-K,30,172471,0.576,0,7,0.326,-7.295,103.022,0.0458,4,0.778,,,,,,,,,,,,,,,,,,,,,,,,
bad,wave to earth,77,263250,0.551,0.113,2,0.164,-8.879,135.808,0.0318,4,0.562,,,,,,,,,,,,,,,,,,,,,,,,
Torn,Natalie Imbruglia,80,244667,0.886,0.000187,5,0.709,-5.182,96.31,0.034,4,0.575,,,,,,,,,,,,,,,,,,,,,,,,
girl i’ve always been,Olivia Rodrigo,77,121354,0.58,0,7,0.39,-7.123,93.704,0.309,4,0.507,,,,,,,,,,,,,,,,,,,,,,,,
Chemin d'or,Werenoi,74,212093,0.607,0,11,0.159,-6.72,91.452,0.152,3,0.696,,,,,,,,,,,,,,,,,,,,,,,,
American Kids,Kenny Chesney,78,182960,0.589,5.84E-06,0,0.0366,-7.37,85.022,0.0803,4,0.782,,,,,,,,,,,,,,,,,,,,,,,,
LAISSE MOI,KeBlack,72,168620,0.717,1.01E-05,10,0.126,-7.877,120.025,0.349,4,0.765,,,,,,,,,,,,,,,,,,,,,,,,
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,87,221520,0.62,0,1,0.0822,-6.005,97.95,0.0484,4,0.715,,,,,,,,,,,,,,,,,,,,,,,,
Could've Been (feat. Bryson Tiller),H.E.R.,78,252747,0.352,3.80E-06,1,0.249,-11.733,102.679,0.267,4,0.45,,,,,,,,,,,,,,,,,,,,,,,,
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,79,168490,0.511,9.04E-05,2,0.14,-6.876,113.983,0.0409,4,0.792,,,,,,,,,,,,,,,,,,,,,,,,
Saturn,SZA,93,186192,0.619,0,1,0.11,-6.834,177.937,0.0368,4,0.411,,,,,,,,,,,,,,,,,,,,,,,,
Tush (2006 Remaster),ZZ Top,71,133973,0.908,0.0289,0,0.638,-6.078,145.213,0.042,4,0.511,,,,,,,,,,,,,,,,,,,,,,,,
BUBALU,Feid,76,228253,0.786,5.88E-06,6,0.107,-5.211,111.989,0.0885,4,0.781,,,,,,,,,,,,,,,,,,,,,,,,
Rock and A Hard Place,Bailey Zimmerman,80,207541,0.568,0,1,0.105,-7.3,121.991,0.0275,3,0.582,,,,,,,,,,,,,,,,,,,,,,,,
Rattenhaut,Rap La Rue,69,170752,0.406,0,9,0.11,-10.338,139.998,0.0477,4,0.485,,,,,,,,,,,,,,,,,,,,,,,,
Cupido,Engel Montaz,77,215000,0.601,4.62E-06,11,0.264,-5.255,96.041,0.163,4,0.914,,,,,,,,,,,,,,,,,,,,,,,,
Red Leather,Future,79,414893,0.64,0.00283,6,0.104,-4.794,111.846,0.39,5,0.63,,,,,,,,,,,,,,,,,,,,,,,,
The Way I Are,Timbaland,84,179120,0.807,0.751,3,0.319,-6.492,114.759,0.1,4,0.731,,,,,,,,,,,,,,,,,,,,,,,,
Happy Nation,Ace of Base,78,255413,0.864,0.0043,1,0.0785,-5.129,96.049,0.0367,4,0.668,,,,,,,,,,,,,,,,,,,,,,,,
Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,71,182341,0.838,0,8,0.189,-4.734,156.008,0.13,3,0.398,,,,,,,,,,,,,,,,,,,,,,,,
traitor,Olivia Rodrigo,86,229227,0.339,0,3,0.12,-7.885,100.607,0.0338,4,0.38,,,,,,,,,,,,,,,,,,,,,,,,
Faz Uns Dias / Jeito Que Te Faço Poderosa,MC PH,69,277590,0.502,2.71E-05,3,0.198,-4.708,110.863,0.0578,5,0.511,,,,,,,,,,,,,,,,,,,,,,,,
Bairiya - Trending Version,Arijit Singh,14,84415,0.759,0,0,0.303,-6.117,149.376,0.145,3,0.54,,,,,,,,,,,,,,,,,,,,,,,,
SUPERNOVA,SAIKO,71,139091,0.743,0,10,0.0934,-4.185,87.979,0.148,4,0.725,,,,,,,,,,,,,,,,,,,,,,,,
Samba in Paris,Baco Exu do Blues,68,266250,0.395,0,1,0.348,-8.16,95.702,0.205,4,0.631,,,,,,,,,,,,,,,,,,,,,,,,
The Man Who Can't Be Moved,The Script,70,241373,0.629,0,10,0.097,-5.051,99.893,0.0278,4,0.605,,,,,,,,,,,,,,,,,,,,,,,,
Xy (feat. Elodie),Margherita Vicario,30,176633,0.842,0,1,0.246,-4.364,196.017,0.31,4,0.647,,,,,,,,,,,,,,,,,,,,,,,,
ROSSOFUOCO,Mida,72,162685,0.579,0,2,0.192,-5.658,133.899,0.0755,4,0.452,,,,,,,,,,,,,,,,,,,,,,,,
3D (feat. Jack Harlow),Jung Kook,81,201812,0.824,0,1,0.0859,-3.287,108.044,0.103,4,0.853,,,,,,,,,,,,,,,,,,,,,,,,
"Praise (feat. Brandon Lake, Chris Brown & Chandler Moore)",Elevation Worship,77,304536,0.874,1.68E-06,9,0.947,-6.724,126.999,0.068,4,0.59,,,,,,,,,,,,,,,,,,,,,,,,
Standing Next to You,Jung Kook,91,206020,0.809,0,2,0.339,-4.389,106.017,0.0955,4,0.711,,,,,,,,,,,,,,,,,,,,,,,,
Runaway (U & I),Galantis,79,227074,0.805,0.00193,1,0.0856,-4.119,126.008,0.0469,4,0.506,,,,,,,,,,,,,,,,,,,,,,,,
Partyson,Cris Mj,69,198879,0.795,0,8,0.278,-6.362,96.955,0.174,4,0.773,,,,,,,,,,,,,,,,,,,,,,,,
LOVELY BASTARDS,ZWE1HVNDXR,82,116104,0.81,0.899,1,0.137,-6.16,150.251,0.488,4,0.613,,,,,,,,,,,,,,,,,,,,,,,,
what if… (dance mix),j-hope,74,196486,0.815,0.00259,0,0.0631,-3.891,193.313,0.081,4,0.531,,,,,,,,,,,,,,,,,,,,,,,,
People You Know,Selena Gomez,77,194900,0.62,5.43E-05,8,0.111,-8.082,150.032,0.0521,4,0.695,,,,,,,,,,,,,,,,,,,,,,,,
Kamlee,SARRB,69,209032,0.627,0.000137,7,0.0568,-7.346,93.13,0.127,4,0.556,,,,,,,,,,,,,,,,,,,,,,,,
Haien Kommer (Sharkdog),Kudos,62,196693,0.776,0.00112,6,0.157,-7.237,144.038,0.0897,4,0.68,,,,,,,,,,,,,,,,,,,,,,,,
White Horse,Chris Stapleton,75,267893,0.77,0.598,1,0.109,-11.066,145.225,0.0493,4,0.353,,,,,,,,,,,,,,,,,,,,,,,,
XL,Grupo Firme,56,147598,0.461,0,0,0.104,-6.112,101.942,0.0303,3,0.782,,,,,,,,,,,,,,,,,,,,,,,,
Mujhe Peene Do,Darshan Raval,72,196071,0.334,0,3,0.117,-8.877,55.832,0.0332,4,0.268,,,,,,,,,,,,,,,,,,,,,,,,
"Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Maluma,75,278107,0.547,4.35E-06,6,0.107,-6.373,130.099,0.0541,4,0.772,,,,,,,,,,,,,,,,,,,,,,,,
Lose Control,Teddy Swims,93,210689,0.604,1.90E-05,9,0.104,-4.409,159.92,0.0337,3,0.561,,,,,,,,,,,,,,,,,,,,,,,,
Love On The Brain,Rihanna,85,224000,0.637,1.08E-05,4,0.0789,-4.83,172.006,0.0471,3,0.509,,,,,,,,,,,,,,,,,,,,,,,,
Diles,Bad Bunny,80,286041,0.56,0,2,0.268,-5.904,118.033,0.0618,4,0.813,,,,,,,,,,,,,,,,,,,,,,,,
Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,84,182667,0.606,2.36E-06,5,0.194,-5.3,116.622,0.259,4,0.526,,,,,,,,,,,,,,,,,,,,,,,,
Ainda Tem Amor - Ao Vivo,Os Barões Da Pisadinha,67,195305,0.863,0,8,0.932,-2.526,169.862,0.0846,4,0.543,,,,,,,,,,,,,,,,,,,,,,,,
CINDY,UZI,66,119206,0.836,0,11,0.0817,-4.654,133.16,0.317,4,0.718,,,,,,,,,,,,,,,,,,,,,,,,
LET'S GET FKD UP,Alok,83,121500,0.946,0.127,10,0.149,-5.454,160.027,0.0421,4,0.65,,,,,,,,,,,,,,,,,,,,,,,,
Push Ups,Drake,89,232774,0.696,0,2,0.219,-4.789,91.057,0.112,4,0.598,,,,,,,,,,,,,,,,,,,,,,,,
Contento,Morad,71,210854,0.748,0.00112,8,0.073,-5.3,122.981,0.0408,4,0.857,,,,,,,,,,,,,,,,,,,,,,,,
Kingston,Faye Webster,77,202653,0.355,0.00155,10,0.117,-9.13,142.143,0.0359,4,0.73,,,,,,,,,,,,,,,,,,,,,,,,
cipoe,Azahriah,61,207163,0.697,0.00139,11,0.651,-8.331,93.11,0.282,4,0.407,,,,,,,,,,,,,,,,,,,,,,,,
She Got the Best of Me,Luke Combs,82,183160,0.907,0,11,0.386,-3.793,150.99,0.0406,4,0.533,,,,,,,,,,,,,,,,,,,,,,,,
XABAT,HoodBlaq,67,225000,0.587,0,1,0.107,-7.01,139.5,0.343,4,0.569,,,,,,,,,,,,,,,,,,,,,,,,
Please Don't Fall In Love With Me,Khalid,80,177562,0.578,0.00215,1,0.115,-5.856,109.961,0.0398,4,0.665,,,,,,,,,,,,,,,,,,,,,,,,
Galway Girl,Ed Sheeran,79,170827,0.876,0,9,0.327,-3.374,99.943,0.1,4,0.624,,,,,,,,,,,,,,,,,,,,,,,,
Vaqueiro Apaixonado,AgroPlay,67,139413,0.839,3.57E-05,11,0.34,-5.02,178.151,0.18,4,0.532,,,,,,,,,,,,,,,,,,,,,,,,
Bertaut,Nadin Amizah,77,315961,0.131,0.00245,6,0.109,-13.29,118.846,0.0362,3,0.471,,,,,,,,,,,,,,,,,,,,,,,,
El Efecto,Rauw Alejandro,78,217143,0.781,0,0,0.0801,-4.635,84.041,0.159,4,0.849,,,,,,,,,,,,,,,,,,,,,,,,
Furduncinho do Rogerinho,MC Rogerinho,73,179702,0.562,0.00906,11,0.0294,-4.946,125.021,0.0461,4,0.895,,,,,,,,,,,,,,,,,,,,,,,,
Algo Que Se Quede,Grupo Niche,71,220135,0.722,0,2,0.178,-4.197,140.043,0.0506,4,0.751,,,,,,,,,,,,,,,,,,,,,,,,
Sarah's Place (feat. Noah Kahan),Zach Bryan,0,214056,0.683,0,7,0.0819,-5.103,151.566,0.118,4,0.576,,,,,,,,,,,,,,,,,,,,,,,,
lady madrizZz,céro,70,131020,0.295,0.00026,5,0.0993,-10.467,98.082,0.0721,4,0.769,,,,,,,,,,,,,,,,,,,,,,,,
Losing My Religion,R.E.M.,84,268427,0.855,1.20E-06,9,0.0987,-5.051,125.639,0.0295,4,0.666,,,,,,,,,,,,,,,,,,,,,,,,
Milagrosa,Milo j,74,140288,0.442,1.57E-06,2,0.215,-8.931,117.053,0.291,4,0.899,,,,,,,,,,,,,,,,,,,,,,,,
Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,79,163139,0.897,0.103,11,0.153,-7.18,129.975,0.0386,4,0.686,,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky,Hale,67,286960,0.49,0.025,4,0.072,-6.401,75.155,0.0344,4,0.588,,,,,,,,,,,,,,,,,,,,,,,,
"La Paso Cabrón (feat. Gigolo y La Exce, Falsetto y Sammy, Mike Duran & Baby Angel)",Trap Capos,76,303773,0.619,0,7,0.14,-8.34,100.005,0.0807,4,0.681,,,,,,,,,,,,,,,,,,,,,,,,
July,Noah Cyrus,85,156106,0.186,0,9,0.0779,-8.953,72.541,0.042,4,0.708,,,,,,,,,,,,,,,,,,,,,,,,
Backburner,NIKI,75,236533,0.56,0.00662,7,0.145,-9.086,167.929,0.0582,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
UNA NOCHE EN MEDELLÍN - REMIX,KAROL G,79,205145,0.755,0,10,0.0448,-2.47,96.002,0.0738,4,0.846,,,,,,,,,,,,,,,,,,,,,,,,
Romantic Homicide,d4vd,88,132631,0.544,0.00805,6,0.322,-10.613,132.052,0.0299,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
Lancinho - Ao Vivo,Turma do Pagode,68,227413,0.839,0,7,0.873,-6.596,160.029,0.0488,4,0.563,,,,,,,,,,,,,,,,,,,,,,,,
To the Bone,Pamungkas,78,344571,0.727,1.90E-05,7,0.1,-6.55,139.991,0.027,4,0.668,,,,,,,,,,,,,,,,,,,,,,,,
Yeah! (feat. Lil Jon & Ludacris),USHER,85,250373,0.791,0,2,0.0388,-4.699,105.018,0.112,4,0.894,,,,,,,,,,,,,,,,,,,,,,,,
Hyati,Duke,59,155302,0.485,0,5,0.093,-9.006,199.961,0.364,4,0.627,,,,,,,,,,,,,,,,,,,,,,,,
ONLY,LeeHi,78,240907,0.296,0,5,0.0873,-7.451,122.907,0.0346,3,0.536,,,,,,,,,,,,,,,,,,,,,,,,
Could You Be Loved,Bob Marley & The Wailers,84,237000,0.72,0.00016,0,0.0958,-8.548,103.314,0.1,4,0.916,,,,,,,,,,,,,,,,,,,,,,,,
HIGHEST IN THE ROOM,Travis Scott,84,175721,0.427,5.83E-06,7,0.21,-8.764,76.469,0.0317,4,0.598,,,,,,,,,,,,,,,,,,,,,,,,
Foto da Unha,L7NNON,71,199680,0.54,0,1,0.0839,-4.824,124.941,0.131,4,0.816,,,,,,,,,,,,,,,,,,,,,,,,
Fluxxwave,Clovis Reyes,76,150442,0.468,0.0121,5,0.26,-9.144,75.304,0.0643,4,0.512,,,,,,,,,,,,,,,,,,,,,,,,
Te Lo Agradezco,Kany García,78,183667,0.584,0,7,0.109,-3.976,179.839,0.147,3,0.549,,,,,,,,,,,,,,,,,,,,,,,,
K-POP,Travis Scott,76,185221,0.618,3.34E-06,5,0.671,-5.614,121.075,0.0619,4,0.814,,,,,,,,,,,,,,,,,,,,,,,,
Agudo Mágico 4,MC K.K,72,190101,0.651,0,0,0.124,-2.6,130.066,0.0529,4,0.879,,,,,,,,,,,,,,,,,,,,,,,,
Love You Zindagi,Amit Trivedi,65,232505,0.701,0.0301,3,0.271,-7.505,110.019,0.0298,4,0.688,,,,,,,,,,,,,,,,,,,,,,,,
Regalo De Dios,Julión Álvarez y su Norteño Banda,87,185933,0.516,0,4,0.0855,-6.097,108.939,0.027,4,0.792,,,,,,,,,,,,,,,,,,,,,,,,
Holy Smokes,Bailey Zimmerman,76,195158,0.569,0,7,0.12,-7.908,95.117,0.0321,4,0.462,,,,,,,,,,,,,,,,,,,,,,,,
Sua Mãe Vai Me Amar,Turma do Pagode,66,183759,0.816,0,8,0.808,-6.011,163.941,0.0374,4,0.571,,,,,,,,,,,,,,,,,,,,,,,,
SAY MY GRACE (feat. Travis Scott),Offset,78,173253,0.631,0,10,0.129,-5.082,121.854,0.0431,4,0.772,,,,,,,,,,,,,,,,,,,,,,,,
Candy,Plan B,73,207627,0.864,0,11,0.517,-3.735,95.981,0.147,4,0.897,,,,,,,,,,,,,,,,,,,,,,,,
Rasah Bali,Lavora,70,264563,0.518,0.00369,2,0.118,-9.79,125.002,0.0259,4,0.61,,,,,,,,,,,,,,,,,,,,,,,,
This Is The Life,Amy Macdonald,78,184413,0.882,0,1,0.065,-5.024,95.083,0.0323,4,0.628,,,,,,,,,,,,,,,,,,,,,,,,
Desire (with Sam Smith),Calvin Harris,82,179162,0.924,0.0171,11,0.23,-5.433,140.009,0.0457,4,0.587,,,,,,,,,,,,,,,,,,,,,,,,
Bless The Broken Road,Rascal Flatts,72,226680,0.45,2.23E-05,0,0.159,-6.369,135.893,0.0266,4,0.591,,,,,,,,,,,,,,,,,,,,,,,,
ASI ES LA VIDA,Enrique Iglesias,77,172096,0.882,1.70E-06,3,0.107,-3.513,128.044,0.0556,4,0.823,,,,,,,,,,,,,,,,,,,,,,,,
El Color de Tus Ojos,Banda MS de Sergio Lizárraga,77,202560,0.339,0,8,0.131,-8.965,123.95,0.0365,4,0.765,,,,,,,,,,,,,,,,,,,,,,,,
Yo No Sé Mañana,Luis Enrique,75,259853,0.827,0,4,0.18,-3.206,95.223,0.042,4,0.653,,,,,,,,,,,,,,,,,,,,,,,,
"Zoet, Zout, Zuur",Robert van Hemert,65,180778,0.882,0,9,0.0697,-4.056,136.168,0.0505,4,0.577,,,,,,,,,,,,,,,,,,,,,,,,
Ice Cream,Los mismos De La M,76,131667,0.496,0,8,0.0971,-6.767,92.497,0.04,4,0.821,,,,,,,,,,,,,,,,,,,,,,,,
Find Me (Intro),XXXTENTACION,46,176067,0.289,0.00468,9,0.112,-13.978,119.985,0.0384,4,0.705,,,,,,,,,,,,,,,,,,,,,,,,
bad idea right?,Olivia Rodrigo,83,184784,0.881,4.50E-06,9,0.0639,-3.545,129.981,0.0995,4,0.631,,,,,,,,,,,,,,,,,,,,,,,,
CORAZÓN VACÍO,Maria Becerra,80,160536,0.792,2.05E-06,1,0.295,-4.795,98.09,0.0587,4,0.681,,,,,,,,,,,,,,,,,,,,,,,,
